"year","mean_shw_t","shw_v_lag3","shw_s_lag3","shw_t_lag3","month","weighted_mean_sst","mean_sst_lag3","start_lon","start_lat","total_cpue","hrsfishd","daysfishd","ntows","mean_dpth","mean_bt","min_bt","max_bt","sd_bt","mean_bs","min_bs","max_bs","sd_bs","mean_tri","mean_sed","bt_lag3","bs_lag3","gsi","gsi_lag3","gsi_lag4","weighted_mean_micro","micro_lag3","micro_lag4","cp_ext","cp_ext_lag3","cp_ext_lag4","cp_pers","cp_pers_lag3","cp_pers_lag4"
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-71.658611,39.885,0,6.1,0.254166666666667,1,123,11.1632740348577,11.1632740348577,11.1632740348577,NA,34.9726867675781,34.9726867675781,34.9726867675781,NA,3.5333776473999,62,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-71.651667,39.885556,0,2.7,0.1125,1,125,11.0431531816721,11.0431531816721,11.0431531816721,NA,34.9726867675781,34.9726867675781,34.9726867675781,NA,3.50711727142334,62,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-71.636667,39.905,0,2.1,0.0875,1,93,8.96960357576609,8.96960357576609,8.96960357576609,NA,34.8841819763184,34.8841819763184,34.8841819763184,NA,2.99294209480286,62,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-71.499444,39.915833,0,3.5,0.145833333333333,1,136,8.17783136665821,8.17783136665821,8.17783136665821,NA,34.9757385253906,34.9757385253906,34.9757385253906,NA,3.65424680709839,63,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-71.471667,39.953333,0,1.6,0.0666666666666667,1,90,7.72664572298527,7.72664572298527,7.72664572298527,NA,34.8811302185059,34.8811302185059,34.8811302185059,NA,3.07494878768921,62,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-71.373611,39.947222,0,5.7,0.2375,1,144,5.39014863967896,5.39014863967896,5.39014863967896,NA,34.9650573730469,34.9650573730469,34.9650573730469,NA,3.26786684989929,63,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-70.723333,40.073333,0,3.9,0.1625,1,80,10.3575853854418,10.3575853854418,10.3575853854418,NA,34.9146995544434,34.9146995544434,34.9146995544434,NA,2.14881610870361,61,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-70.701667,40.055,0,3,0.125,1,73,10.7120883911848,10.7120883911848,10.7120883911848,NA,34.9208030700684,34.9208030700684,34.9208030700684,NA,2.68148922920227,61,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-70.506667,40.09,0,3.1,0.129166666666667,1,75,10.1883907690644,10.1883907690644,10.1883907690644,NA,34.9909973144531,34.9909973144531,34.9909973144531,NA,2.52185964584351,61,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
2007,10.99,4245.23285714286,32.8671428571429,10.0785714285714,1,11.4021495409254,9.31547622824044,-70.503333,40.101667,0,3,0.125,1,75,10.1532334461808,10.1532334461808,10.1532334461808,NA,34.9909973144531,34.9909973144531,34.9909973144531,NA,1.99522531032562,61,NA,NA,-1.114169845,0.1550103625,0.8657537259,0.36259011897004,0.288074915634107,0.239861576277693,91.328125,91.328125,52.328125,0.7874064,0.8368076,-0.040968895
